sample_index,input_start_date,normalization_basis_date,information_end_date,input_end_date,execution_date,target_end_date
316,2019-04-22,2019-04-18,2019-05-10,2019-05-10,2019-05-13,2019-05-20
317,2019-04-29,2019-04-26,2019-05-17,2019-05-17,2019-05-20,2019-05-28
318,2019-05-06,2019-05-03,2019-05-24,2019-05-24,2019-05-28,2019-06-04
319,2019-05-13,2019-05-10,2019-06-03,2019-06-03,2019-06-04,2019-06-11
320,2019-05-20,2019-05-17,2019-06-10,2019-06-10,2019-06-11,2019-06-18
321,2019-05-28,2019-05-24,2019-06-17,2019-06-17,2019-06-18,2019-06-25
322,2019-06-04,2019-06-03,2019-06-24,2019-06-24,2019-06-25,2019-07-02
323,2019-06-11,2019-06-10,2019-07-01,2019-07-01,2019-07-02,2019-07-10
324,2019-06-18,2019-06-17,2019-07-09,2019-07-09,2019-07-10,2019-07-17
325,2019-06-25,2019-06-24,2019-07-16,2019-07-16,2019-07-17,2019-07-24
326,2019-07-02,2019-07-01,2019-07-23,2019-07-23,2019-07-24,2019-07-31
327,2019-07-10,2019-07-09,2019-07-30,2019-07-30,2019-07-31,2019-08-07
328,2019-07-17,2019-07-16,2019-08-06,2019-08-06,2019-08-07,2019-08-14
329,2019-07-24,2019-07-23,2019-08-13,2019-08-13,2019-08-14,2019-08-21
330,2019-07-31,2019-07-30,2019-08-20,2019-08-20,2019-08-21,2019-08-28
331,2019-08-07,2019-08-06,2019-08-27,2019-08-27,2019-08-28,2019-09-05
332,2019-08-14,2019-08-13,2019-09-04,2019-09-04,2019-09-05,2019-09-12
333,2019-08-21,2019-08-20,2019-09-11,2019-09-11,2019-09-12,2019-09-19
334,2019-08-28,2019-08-27,2019-09-18,2019-09-18,2019-09-19,2019-09-26
335,2019-09-05,2019-09-04,2019-09-25,2019-09-25,2019-09-26,2019-10-03
336,2019-09-12,2019-09-11,2019-10-02,2019-10-02,2019-10-03,2019-10-10
337,2019-09-19,2019-09-18,2019-10-09,2019-10-09,2019-10-10,2019-10-17
338,2019-09-26,2019-09-25,2019-10-16,2019-10-16,2019-10-17,2019-10-24
339,2019-10-03,2019-10-02,2019-10-23,2019-10-23,2019-10-24,2019-10-31
340,2019-10-10,2019-10-09,2019-10-30,2019-10-30,2019-10-31,2019-11-07
341,2019-10-17,2019-10-16,2019-11-06,2019-11-06,2019-11-07,2019-11-14
342,2019-10-24,2019-10-23,2019-11-13,2019-11-13,2019-11-14,2019-11-21
343,2019-10-31,2019-10-30,2019-11-20,2019-11-20,2019-11-21,2019-11-29
344,2019-11-07,2019-11-06,2019-11-27,2019-11-27,2019-11-29,2019-12-06
345,2019-11-14,2019-11-13,2019-12-05,2019-12-05,2019-12-06,2019-12-13
346,2019-11-21,2019-11-20,2019-12-12,2019-12-12,2019-12-13,2019-12-20
347,2019-11-29,2019-11-27,2019-12-19,2019-12-19,2019-12-20,2019-12-30
348,2019-12-06,2019-12-05,2019-12-27,2019-12-27,2019-12-30,2020-01-07
349,2019-12-13,2019-12-12,2020-01-06,2020-01-06,2020-01-07,2020-01-14
350,2019-12-20,2019-12-19,2020-01-13,2020-01-13,2020-01-14,2020-01-22
351,2019-12-30,2019-12-27,2020-01-21,2020-01-21,2020-01-22,2020-01-29
352,2020-01-07,2020-01-06,2020-01-28,2020-01-28,2020-01-29,2020-02-05
353,2020-01-14,2020-01-13,2020-02-04,2020-02-04,2020-02-05,2020-02-12
354,2020-01-22,2020-01-21,2020-02-11,2020-02-11,2020-02-12,2020-02-20
355,2020-01-29,2020-01-28,2020-02-19,2020-02-19,2020-02-20,2020-02-27
356,2020-02-05,2020-02-04,2020-02-26,2020-02-26,2020-02-27,2020-03-05
357,2020-02-12,2020-02-11,2020-03-04,2020-03-04,2020-03-05,2020-03-12
358,2020-02-20,2020-02-19,2020-03-11,2020-03-11,2020-03-12,2020-03-19
359,2020-02-27,2020-02-26,2020-03-18,2020-03-18,2020-03-19,2020-03-26
360,2020-03-05,2020-03-04,2020-03-25,2020-03-25,2020-03-26,2020-04-02
361,2020-03-12,2020-03-11,2020-04-01,2020-04-01,2020-04-02,2020-04-09
362,2020-03-19,2020-03-18,2020-04-08,2020-04-08,2020-04-09,2020-04-17
363,2020-03-26,2020-03-25,2020-04-16,2020-04-16,2020-04-17,2020-04-24
364,2020-04-02,2020-04-01,2020-04-23,2020-04-23,2020-04-24,2020-05-01
365,2020-04-09,2020-04-08,2020-04-30,2020-04-30,2020-05-01,2020-05-08
366,2020-04-17,2020-04-16,2020-05-07,2020-05-07,2020-05-08,2020-05-15
367,2020-04-24,2020-04-23,2020-05-14,2020-05-14,2020-05-15,2020-05-22
368,2020-05-01,2020-04-30,2020-05-21,2020-05-21,2020-05-22,2020-06-01
369,2020-05-08,2020-05-07,2020-05-29,2020-05-29,2020-06-01,2020-06-08
370,2020-05-15,2020-05-14,2020-06-05,2020-06-05,2020-06-08,2020-06-15
371,2020-05-22,2020-05-21,2020-06-12,2020-06-12,2020-06-15,2020-06-22
372,2020-06-01,2020-05-29,2020-06-19,2020-06-19,2020-06-22,2020-06-29
373,2020-06-08,2020-06-05,2020-06-26,2020-06-26,2020-06-29,2020-07-07
374,2020-06-15,2020-06-12,2020-07-06,2020-07-06,2020-07-07,2020-07-14
375,2020-06-22,2020-06-19,2020-07-13,2020-07-13,2020-07-14,2020-07-21
376,2020-06-29,2020-06-26,2020-07-20,2020-07-20,2020-07-21,2020-07-28
377,2020-07-07,2020-07-06,2020-07-27,2020-07-27,2020-07-28,2020-08-04
378,2020-07-14,2020-07-13,2020-08-03,2020-08-03,2020-08-04,2020-08-11
379,2020-07-21,2020-07-20,2020-08-10,2020-08-10,2020-08-11,2020-08-18
380,2020-07-28,2020-07-27,2020-08-17,2020-08-17,2020-08-18,2020-08-25
381,2020-08-04,2020-08-03,2020-08-24,2020-08-24,2020-08-25,2020-09-01
382,2020-08-11,2020-08-10,2020-08-31,2020-08-31,2020-09-01,2020-09-09
383,2020-08-18,2020-08-17,2020-09-08,2020-09-08,2020-09-09,2020-09-16
384,2020-08-25,2020-08-24,2020-09-15,2020-09-15,2020-09-16,2020-09-23
385,2020-09-01,2020-08-31,2020-09-22,2020-09-22,2020-09-23,2020-09-30
386,2020-09-09,2020-09-08,2020-09-29,2020-09-29,2020-09-30,2020-10-07
387,2020-09-16,2020-09-15,2020-10-06,2020-10-06,2020-10-07,2020-10-14
388,2020-09-23,2020-09-22,2020-10-13,2020-10-13,2020-10-14,2020-10-21
389,2020-09-30,2020-09-29,2020-10-20,2020-10-20,2020-10-21,2020-10-28
390,2020-10-07,2020-10-06,2020-10-27,2020-10-27,2020-10-28,2020-11-04
391,2020-10-14,2020-10-13,2020-11-03,2020-11-03,2020-11-04,2020-11-11
392,2020-10-21,2020-10-20,2020-11-10,2020-11-10,2020-11-11,2020-11-18
393,2020-10-28,2020-10-27,2020-11-17,2020-11-17,2020-11-18,2020-11-25
394,2020-11-04,2020-11-03,2020-11-24,2020-11-24,2020-11-25,2020-12-03
395,2020-11-11,2020-11-10,2020-12-02,2020-12-02,2020-12-03,2020-12-10
396,2020-11-18,2020-11-17,2020-12-09,2020-12-09,2020-12-10,2020-12-17
397,2020-11-25,2020-11-24,2020-12-16,2020-12-16,2020-12-17,2020-12-24
