sample_index,input_start_date,normalization_basis_date,information_end_date,input_end_date,execution_date,target_end_date
316,2015-04-22,2015-04-21,2015-05-12,2015-05-12,2015-05-13,2015-05-20
317,2015-04-29,2015-04-28,2015-05-19,2015-05-19,2015-05-20,2015-05-28
318,2015-05-06,2015-05-05,2015-05-27,2015-05-27,2015-05-28,2015-06-04
319,2015-05-13,2015-05-12,2015-06-03,2015-06-03,2015-06-04,2015-06-11
320,2015-05-20,2015-05-19,2015-06-10,2015-06-10,2015-06-11,2015-06-18
321,2015-05-28,2015-05-27,2015-06-17,2015-06-17,2015-06-18,2015-06-25
322,2015-06-04,2015-06-03,2015-06-24,2015-06-24,2015-06-25,2015-07-02
323,2015-06-11,2015-06-10,2015-07-01,2015-07-01,2015-07-02,2015-07-10
324,2015-06-18,2015-06-17,2015-07-09,2015-07-09,2015-07-10,2015-07-17
325,2015-06-25,2015-06-24,2015-07-16,2015-07-16,2015-07-17,2015-07-24
326,2015-07-02,2015-07-01,2015-07-23,2015-07-23,2015-07-24,2015-07-31
327,2015-07-10,2015-07-09,2015-07-30,2015-07-30,2015-07-31,2015-08-07
328,2015-07-17,2015-07-16,2015-08-06,2015-08-06,2015-08-07,2015-08-14
329,2015-07-24,2015-07-23,2015-08-13,2015-08-13,2015-08-14,2015-08-21
330,2015-07-31,2015-07-30,2015-08-20,2015-08-20,2015-08-21,2015-08-28
331,2015-08-07,2015-08-06,2015-08-27,2015-08-27,2015-08-28,2015-09-04
332,2015-08-14,2015-08-13,2015-09-03,2015-09-03,2015-09-04,2015-09-14
333,2015-08-21,2015-08-20,2015-09-11,2015-09-11,2015-09-14,2015-09-21
334,2015-08-28,2015-08-27,2015-09-18,2015-09-18,2015-09-21,2015-09-28
335,2015-09-04,2015-09-03,2015-09-25,2015-09-25,2015-09-28,2015-10-05
336,2015-09-14,2015-09-11,2015-10-02,2015-10-02,2015-10-05,2015-10-12
337,2015-09-21,2015-09-18,2015-10-09,2015-10-09,2015-10-12,2015-10-19
338,2015-09-28,2015-09-25,2015-10-16,2015-10-16,2015-10-19,2015-10-26
339,2015-10-05,2015-10-02,2015-10-23,2015-10-23,2015-10-26,2015-11-02
340,2015-10-12,2015-10-09,2015-10-30,2015-10-30,2015-11-02,2015-11-09
341,2015-10-19,2015-10-16,2015-11-06,2015-11-06,2015-11-09,2015-11-16
342,2015-10-26,2015-10-23,2015-11-13,2015-11-13,2015-11-16,2015-11-23
343,2015-11-02,2015-10-30,2015-11-20,2015-11-20,2015-11-23,2015-12-01
344,2015-11-09,2015-11-06,2015-11-30,2015-11-30,2015-12-01,2015-12-08
345,2015-11-16,2015-11-13,2015-12-07,2015-12-07,2015-12-08,2015-12-15
346,2015-11-23,2015-11-20,2015-12-14,2015-12-14,2015-12-15,2015-12-22
347,2015-12-01,2015-11-30,2015-12-21,2015-12-21,2015-12-22,2015-12-30
348,2015-12-08,2015-12-07,2015-12-29,2015-12-29,2015-12-30,2016-01-07
349,2015-12-15,2015-12-14,2016-01-06,2016-01-06,2016-01-07,2016-01-14
350,2015-12-22,2015-12-21,2016-01-13,2016-01-13,2016-01-14,2016-01-22
351,2015-12-30,2015-12-29,2016-01-21,2016-01-21,2016-01-22,2016-01-29
352,2016-01-07,2016-01-06,2016-01-28,2016-01-28,2016-01-29,2016-02-05
353,2016-01-14,2016-01-13,2016-02-04,2016-02-04,2016-02-05,2016-02-12
354,2016-01-22,2016-01-21,2016-02-11,2016-02-11,2016-02-12,2016-02-22
355,2016-01-29,2016-01-28,2016-02-19,2016-02-19,2016-02-22,2016-02-29
356,2016-02-05,2016-02-04,2016-02-26,2016-02-26,2016-02-29,2016-03-07
357,2016-02-12,2016-02-11,2016-03-04,2016-03-04,2016-03-07,2016-03-14
358,2016-02-22,2016-02-19,2016-03-11,2016-03-11,2016-03-14,2016-03-21
359,2016-02-29,2016-02-26,2016-03-18,2016-03-18,2016-03-21,2016-03-29
360,2016-03-07,2016-03-04,2016-03-28,2016-03-28,2016-03-29,2016-04-05
361,2016-03-14,2016-03-11,2016-04-04,2016-04-04,2016-04-05,2016-04-12
362,2016-03-21,2016-03-18,2016-04-11,2016-04-11,2016-04-12,2016-04-19
363,2016-03-29,2016-03-28,2016-04-18,2016-04-18,2016-04-19,2016-04-26
364,2016-04-05,2016-04-04,2016-04-25,2016-04-25,2016-04-26,2016-05-03
365,2016-04-12,2016-04-11,2016-05-02,2016-05-02,2016-05-03,2016-05-10
366,2016-04-19,2016-04-18,2016-05-09,2016-05-09,2016-05-10,2016-05-17
367,2016-04-26,2016-04-25,2016-05-16,2016-05-16,2016-05-17,2016-05-24
368,2016-05-03,2016-05-02,2016-05-23,2016-05-23,2016-05-24,2016-06-01
369,2016-05-10,2016-05-09,2016-05-31,2016-05-31,2016-06-01,2016-06-08
370,2016-05-17,2016-05-16,2016-06-07,2016-06-07,2016-06-08,2016-06-15
371,2016-05-24,2016-05-23,2016-06-14,2016-06-14,2016-06-15,2016-06-22
372,2016-06-01,2016-05-31,2016-06-21,2016-06-21,2016-06-22,2016-06-29
373,2016-06-08,2016-06-07,2016-06-28,2016-06-28,2016-06-29,2016-07-07
374,2016-06-15,2016-06-14,2016-07-06,2016-07-06,2016-07-07,2016-07-14
375,2016-06-22,2016-06-21,2016-07-13,2016-07-13,2016-07-14,2016-07-21
376,2016-06-29,2016-06-28,2016-07-20,2016-07-20,2016-07-21,2016-07-28
377,2016-07-07,2016-07-06,2016-07-27,2016-07-27,2016-07-28,2016-08-04
378,2016-07-14,2016-07-13,2016-08-03,2016-08-03,2016-08-04,2016-08-11
379,2016-07-21,2016-07-20,2016-08-10,2016-08-10,2016-08-11,2016-08-18
380,2016-07-28,2016-07-27,2016-08-17,2016-08-17,2016-08-18,2016-08-25
381,2016-08-04,2016-08-03,2016-08-24,2016-08-24,2016-08-25,2016-09-01
382,2016-08-11,2016-08-10,2016-08-31,2016-08-31,2016-09-01,2016-09-09
383,2016-08-18,2016-08-17,2016-09-08,2016-09-08,2016-09-09,2016-09-16
384,2016-08-25,2016-08-24,2016-09-15,2016-09-15,2016-09-16,2016-09-23
385,2016-09-01,2016-08-31,2016-09-22,2016-09-22,2016-09-23,2016-09-30
386,2016-09-09,2016-09-08,2016-09-29,2016-09-29,2016-09-30,2016-10-07
387,2016-09-16,2016-09-15,2016-10-06,2016-10-06,2016-10-07,2016-10-14
388,2016-09-23,2016-09-22,2016-10-13,2016-10-13,2016-10-14,2016-10-21
389,2016-09-30,2016-09-29,2016-10-20,2016-10-20,2016-10-21,2016-10-28
390,2016-10-07,2016-10-06,2016-10-27,2016-10-27,2016-10-28,2016-11-04
391,2016-10-14,2016-10-13,2016-11-03,2016-11-03,2016-11-04,2016-11-11
392,2016-10-21,2016-10-20,2016-11-10,2016-11-10,2016-11-11,2016-11-18
393,2016-10-28,2016-10-27,2016-11-17,2016-11-17,2016-11-18,2016-11-28
394,2016-11-04,2016-11-03,2016-11-25,2016-11-25,2016-11-28,2016-12-05
395,2016-11-11,2016-11-10,2016-12-02,2016-12-02,2016-12-05,2016-12-12
396,2016-11-18,2016-11-17,2016-12-09,2016-12-09,2016-12-12,2016-12-19
397,2016-11-28,2016-11-25,2016-12-16,2016-12-16,2016-12-19,2016-12-27
398,2016-12-05,2016-12-02,2016-12-23,2016-12-23,2016-12-27,2017-01-04
399,2016-12-12,2016-12-09,2017-01-03,2017-01-03,2017-01-04,2017-01-11
400,2016-12-19,2016-12-16,2017-01-10,2017-01-10,2017-01-11,2017-01-19
401,2016-12-27,2016-12-23,2017-01-18,2017-01-18,2017-01-19,2017-01-26
402,2017-01-04,2017-01-03,2017-01-25,2017-01-25,2017-01-26,2017-02-02
403,2017-01-11,2017-01-10,2017-02-01,2017-02-01,2017-02-02,2017-02-09
404,2017-01-19,2017-01-18,2017-02-08,2017-02-08,2017-02-09,2017-02-16
405,2017-01-26,2017-01-25,2017-02-15,2017-02-15,2017-02-16,2017-02-24
406,2017-02-02,2017-02-01,2017-02-23,2017-02-23,2017-02-24,2017-03-03
407,2017-02-09,2017-02-08,2017-03-02,2017-03-02,2017-03-03,2017-03-10
408,2017-02-16,2017-02-15,2017-03-09,2017-03-09,2017-03-10,2017-03-17
409,2017-02-24,2017-02-23,2017-03-16,2017-03-16,2017-03-17,2017-03-24
410,2017-03-03,2017-03-02,2017-03-23,2017-03-23,2017-03-24,2017-03-31
411,2017-03-10,2017-03-09,2017-03-30,2017-03-30,2017-03-31,2017-04-07
412,2017-03-17,2017-03-16,2017-04-06,2017-04-06,2017-04-07,2017-04-17
413,2017-03-24,2017-03-23,2017-04-13,2017-04-13,2017-04-17,2017-04-24
414,2017-03-31,2017-03-30,2017-04-21,2017-04-21,2017-04-24,2017-05-01
415,2017-04-07,2017-04-06,2017-04-28,2017-04-28,2017-05-01,2017-05-08
416,2017-04-17,2017-04-13,2017-05-05,2017-05-05,2017-05-08,2017-05-15
417,2017-04-24,2017-04-21,2017-05-12,2017-05-12,2017-05-15,2017-05-22
418,2017-05-01,2017-04-28,2017-05-19,2017-05-19,2017-05-22,2017-05-30
419,2017-05-08,2017-05-05,2017-05-26,2017-05-26,2017-05-30,2017-06-06
420,2017-05-15,2017-05-12,2017-06-05,2017-06-05,2017-06-06,2017-06-13
421,2017-05-22,2017-05-19,2017-06-12,2017-06-12,2017-06-13,2017-06-20
422,2017-05-30,2017-05-26,2017-06-19,2017-06-19,2017-06-20,2017-06-27
423,2017-06-06,2017-06-05,2017-06-26,2017-06-26,2017-06-27,2017-07-05
424,2017-06-13,2017-06-12,2017-07-03,2017-07-03,2017-07-05,2017-07-12
425,2017-06-20,2017-06-19,2017-07-11,2017-07-11,2017-07-12,2017-07-19
426,2017-06-27,2017-06-26,2017-07-18,2017-07-18,2017-07-19,2017-07-26
427,2017-07-05,2017-07-03,2017-07-25,2017-07-25,2017-07-26,2017-08-02
428,2017-07-12,2017-07-11,2017-08-01,2017-08-01,2017-08-02,2017-08-09
429,2017-07-19,2017-07-18,2017-08-08,2017-08-08,2017-08-09,2017-08-16
430,2017-07-26,2017-07-25,2017-08-15,2017-08-15,2017-08-16,2017-08-23
431,2017-08-02,2017-08-01,2017-08-22,2017-08-22,2017-08-23,2017-08-30
432,2017-08-09,2017-08-08,2017-08-29,2017-08-29,2017-08-30,2017-09-07
433,2017-08-16,2017-08-15,2017-09-06,2017-09-06,2017-09-07,2017-09-14
434,2017-08-23,2017-08-22,2017-09-13,2017-09-13,2017-09-14,2017-09-21
435,2017-08-30,2017-08-29,2017-09-20,2017-09-20,2017-09-21,2017-09-28
436,2017-09-07,2017-09-06,2017-09-27,2017-09-27,2017-09-28,2017-10-05
437,2017-09-14,2017-09-13,2017-10-04,2017-10-04,2017-10-05,2017-10-12
438,2017-09-21,2017-09-20,2017-10-11,2017-10-11,2017-10-12,2017-10-19
439,2017-09-28,2017-09-27,2017-10-18,2017-10-18,2017-10-19,2017-10-26
440,2017-10-05,2017-10-04,2017-10-25,2017-10-25,2017-10-26,2017-11-02
441,2017-10-12,2017-10-11,2017-11-01,2017-11-01,2017-11-02,2017-11-09
442,2017-10-19,2017-10-18,2017-11-08,2017-11-08,2017-11-09,2017-11-16
443,2017-10-26,2017-10-25,2017-11-15,2017-11-15,2017-11-16,2017-11-24
444,2017-11-02,2017-11-01,2017-11-22,2017-11-22,2017-11-24,2017-12-01
445,2017-11-09,2017-11-08,2017-11-30,2017-11-30,2017-12-01,2017-12-08
446,2017-11-16,2017-11-15,2017-12-07,2017-12-07,2017-12-08,2017-12-15
447,2017-11-24,2017-11-22,2017-12-14,2017-12-14,2017-12-15,2017-12-22
448,2017-12-01,2017-11-30,2017-12-21,2017-12-21,2017-12-22,2018-01-02
449,2017-12-08,2017-12-07,2017-12-29,2017-12-29,2018-01-02,2018-01-09
450,2017-12-15,2017-12-14,2018-01-08,2018-01-08,2018-01-09,2018-01-17
451,2017-12-22,2017-12-21,2018-01-16,2018-01-16,2018-01-17,2018-01-24
452,2018-01-02,2017-12-29,2018-01-23,2018-01-23,2018-01-24,2018-01-31
453,2018-01-09,2018-01-08,2018-01-30,2018-01-30,2018-01-31,2018-02-07
454,2018-01-17,2018-01-16,2018-02-06,2018-02-06,2018-02-07,2018-02-14
455,2018-01-24,2018-01-23,2018-02-13,2018-02-13,2018-02-14,2018-02-22
456,2018-01-31,2018-01-30,2018-02-21,2018-02-21,2018-02-22,2018-03-01
457,2018-02-07,2018-02-06,2018-02-28,2018-02-28,2018-03-01,2018-03-08
458,2018-02-14,2018-02-13,2018-03-07,2018-03-07,2018-03-08,2018-03-15
459,2018-02-22,2018-02-21,2018-03-14,2018-03-14,2018-03-15,2018-03-22
460,2018-03-01,2018-02-28,2018-03-21,2018-03-21,2018-03-22,2018-03-29
461,2018-03-08,2018-03-07,2018-03-28,2018-03-28,2018-03-29,2018-04-06
462,2018-03-15,2018-03-14,2018-04-05,2018-04-05,2018-04-06,2018-04-13
463,2018-03-22,2018-03-21,2018-04-12,2018-04-12,2018-04-13,2018-04-20
464,2018-03-29,2018-03-28,2018-04-19,2018-04-19,2018-04-20,2018-04-27
465,2018-04-06,2018-04-05,2018-04-26,2018-04-26,2018-04-27,2018-05-04
466,2018-04-13,2018-04-12,2018-05-03,2018-05-03,2018-05-04,2018-05-11
467,2018-04-20,2018-04-19,2018-05-10,2018-05-10,2018-05-11,2018-05-18
468,2018-04-27,2018-04-26,2018-05-17,2018-05-17,2018-05-18,2018-05-25
469,2018-05-04,2018-05-03,2018-05-24,2018-05-24,2018-05-25,2018-06-04
470,2018-05-11,2018-05-10,2018-06-01,2018-06-01,2018-06-04,2018-06-11
471,2018-05-18,2018-05-17,2018-06-08,2018-06-08,2018-06-11,2018-06-18
472,2018-05-25,2018-05-24,2018-06-15,2018-06-15,2018-06-18,2018-06-25
473,2018-06-04,2018-06-01,2018-06-22,2018-06-22,2018-06-25,2018-07-02
474,2018-06-11,2018-06-08,2018-06-29,2018-06-29,2018-07-02,2018-07-10
475,2018-06-18,2018-06-15,2018-07-09,2018-07-09,2018-07-10,2018-07-17
476,2018-06-25,2018-06-22,2018-07-16,2018-07-16,2018-07-17,2018-07-24
477,2018-07-02,2018-06-29,2018-07-23,2018-07-23,2018-07-24,2018-07-31
478,2018-07-10,2018-07-09,2018-07-30,2018-07-30,2018-07-31,2018-08-07
479,2018-07-17,2018-07-16,2018-08-06,2018-08-06,2018-08-07,2018-08-14
480,2018-07-24,2018-07-23,2018-08-13,2018-08-13,2018-08-14,2018-08-21
481,2018-07-31,2018-07-30,2018-08-20,2018-08-20,2018-08-21,2018-08-28
482,2018-08-07,2018-08-06,2018-08-27,2018-08-27,2018-08-28,2018-09-05
483,2018-08-14,2018-08-13,2018-09-04,2018-09-04,2018-09-05,2018-09-12
484,2018-08-21,2018-08-20,2018-09-11,2018-09-11,2018-09-12,2018-09-19
485,2018-08-28,2018-08-27,2018-09-18,2018-09-18,2018-09-19,2018-09-26
486,2018-09-05,2018-09-04,2018-09-25,2018-09-25,2018-09-26,2018-10-03
487,2018-09-12,2018-09-11,2018-10-02,2018-10-02,2018-10-03,2018-10-10
488,2018-09-19,2018-09-18,2018-10-09,2018-10-09,2018-10-10,2018-10-17
489,2018-09-26,2018-09-25,2018-10-16,2018-10-16,2018-10-17,2018-10-24
490,2018-10-03,2018-10-02,2018-10-23,2018-10-23,2018-10-24,2018-10-31
491,2018-10-10,2018-10-09,2018-10-30,2018-10-30,2018-10-31,2018-11-07
492,2018-10-17,2018-10-16,2018-11-06,2018-11-06,2018-11-07,2018-11-14
493,2018-10-24,2018-10-23,2018-11-13,2018-11-13,2018-11-14,2018-11-21
494,2018-10-31,2018-10-30,2018-11-20,2018-11-20,2018-11-21,2018-11-29
495,2018-11-07,2018-11-06,2018-11-28,2018-11-28,2018-11-29,2018-12-07
496,2018-11-14,2018-11-13,2018-12-06,2018-12-06,2018-12-07,2018-12-14
497,2018-11-21,2018-11-20,2018-12-13,2018-12-13,2018-12-14,2018-12-21
498,2018-11-29,2018-11-28,2018-12-20,2018-12-20,2018-12-21,2018-12-31
499,2018-12-07,2018-12-06,2018-12-28,2018-12-28,2018-12-31,2019-01-08
500,2018-12-14,2018-12-13,2019-01-07,2019-01-07,2019-01-08,2019-01-15
501,2018-12-21,2018-12-20,2019-01-14,2019-01-14,2019-01-15,2019-01-23
502,2018-12-31,2018-12-28,2019-01-22,2019-01-22,2019-01-23,2019-01-30
503,2019-01-08,2019-01-07,2019-01-29,2019-01-29,2019-01-30,2019-02-06
504,2019-01-15,2019-01-14,2019-02-05,2019-02-05,2019-02-06,2019-02-13
505,2019-01-23,2019-01-22,2019-02-12,2019-02-12,2019-02-13,2019-02-21
506,2019-01-30,2019-01-29,2019-02-20,2019-02-20,2019-02-21,2019-02-28
507,2019-02-06,2019-02-05,2019-02-27,2019-02-27,2019-02-28,2019-03-07
508,2019-02-13,2019-02-12,2019-03-06,2019-03-06,2019-03-07,2019-03-14
509,2019-02-21,2019-02-20,2019-03-13,2019-03-13,2019-03-14,2019-03-21
510,2019-02-28,2019-02-27,2019-03-20,2019-03-20,2019-03-21,2019-03-28
511,2019-03-07,2019-03-06,2019-03-27,2019-03-27,2019-03-28,2019-04-04
512,2019-03-14,2019-03-13,2019-04-03,2019-04-03,2019-04-04,2019-04-11
513,2019-03-21,2019-03-20,2019-04-10,2019-04-10,2019-04-11,2019-04-18
514,2019-03-28,2019-03-27,2019-04-17,2019-04-17,2019-04-18,2019-04-26
515,2019-04-04,2019-04-03,2019-04-25,2019-04-25,2019-04-26,2019-05-03
516,2019-04-11,2019-04-10,2019-05-02,2019-05-02,2019-05-03,2019-05-10
517,2019-04-18,2019-04-17,2019-05-09,2019-05-09,2019-05-10,2019-05-17
518,2019-04-26,2019-04-25,2019-05-16,2019-05-16,2019-05-17,2019-05-24
519,2019-05-03,2019-05-02,2019-05-23,2019-05-23,2019-05-24,2019-06-03
520,2019-05-10,2019-05-09,2019-05-31,2019-05-31,2019-06-03,2019-06-10
521,2019-05-17,2019-05-16,2019-06-07,2019-06-07,2019-06-10,2019-06-17
522,2019-05-24,2019-05-23,2019-06-14,2019-06-14,2019-06-17,2019-06-24
523,2019-06-03,2019-05-31,2019-06-21,2019-06-21,2019-06-24,2019-07-01
524,2019-06-10,2019-06-07,2019-06-28,2019-06-28,2019-07-01,2019-07-09
525,2019-06-17,2019-06-14,2019-07-08,2019-07-08,2019-07-09,2019-07-16
526,2019-06-24,2019-06-21,2019-07-15,2019-07-15,2019-07-16,2019-07-23
527,2019-07-01,2019-06-28,2019-07-22,2019-07-22,2019-07-23,2019-07-30
528,2019-07-09,2019-07-08,2019-07-29,2019-07-29,2019-07-30,2019-08-06
529,2019-07-16,2019-07-15,2019-08-05,2019-08-05,2019-08-06,2019-08-13
530,2019-07-23,2019-07-22,2019-08-12,2019-08-12,2019-08-13,2019-08-20
531,2019-07-30,2019-07-29,2019-08-19,2019-08-19,2019-08-20,2019-08-27
532,2019-08-06,2019-08-05,2019-08-26,2019-08-26,2019-08-27,2019-09-04
533,2019-08-13,2019-08-12,2019-09-03,2019-09-03,2019-09-04,2019-09-11
534,2019-08-20,2019-08-19,2019-09-10,2019-09-10,2019-09-11,2019-09-18
535,2019-08-27,2019-08-26,2019-09-17,2019-09-17,2019-09-18,2019-09-25
536,2019-09-04,2019-09-03,2019-09-24,2019-09-24,2019-09-25,2019-10-02
537,2019-09-11,2019-09-10,2019-10-01,2019-10-01,2019-10-02,2019-10-09
538,2019-09-18,2019-09-17,2019-10-08,2019-10-08,2019-10-09,2019-10-16
539,2019-09-25,2019-09-24,2019-10-15,2019-10-15,2019-10-16,2019-10-23
540,2019-10-02,2019-10-01,2019-10-22,2019-10-22,2019-10-23,2019-10-30
541,2019-10-09,2019-10-08,2019-10-29,2019-10-29,2019-10-30,2019-11-06
542,2019-10-16,2019-10-15,2019-11-05,2019-11-05,2019-11-06,2019-11-13
543,2019-10-23,2019-10-22,2019-11-12,2019-11-12,2019-11-13,2019-11-20
544,2019-10-30,2019-10-29,2019-11-19,2019-11-19,2019-11-20,2019-11-27
545,2019-11-06,2019-11-05,2019-11-26,2019-11-26,2019-11-27,2019-12-05
546,2019-11-13,2019-11-12,2019-12-04,2019-12-04,2019-12-05,2019-12-12
547,2019-11-20,2019-11-19,2019-12-11,2019-12-11,2019-12-12,2019-12-19
548,2019-11-27,2019-11-26,2019-12-18,2019-12-18,2019-12-19,2019-12-27
549,2019-12-05,2019-12-04,2019-12-26,2019-12-26,2019-12-27,2020-01-06
550,2019-12-12,2019-12-11,2020-01-03,2020-01-03,2020-01-06,2020-01-13
551,2019-12-19,2019-12-18,2020-01-10,2020-01-10,2020-01-13,2020-01-21
552,2019-12-27,2019-12-26,2020-01-17,2020-01-17,2020-01-21,2020-01-28
553,2020-01-06,2020-01-03,2020-01-27,2020-01-27,2020-01-28,2020-02-04
554,2020-01-13,2020-01-10,2020-02-03,2020-02-03,2020-02-04,2020-02-11
555,2020-01-21,2020-01-17,2020-02-10,2020-02-10,2020-02-11,2020-02-19
556,2020-01-28,2020-01-27,2020-02-18,2020-02-18,2020-02-19,2020-02-26
557,2020-02-04,2020-02-03,2020-02-25,2020-02-25,2020-02-26,2020-03-04
558,2020-02-11,2020-02-10,2020-03-03,2020-03-03,2020-03-04,2020-03-11
559,2020-02-19,2020-02-18,2020-03-10,2020-03-10,2020-03-11,2020-03-18
560,2020-02-26,2020-02-25,2020-03-17,2020-03-17,2020-03-18,2020-03-25
561,2020-03-04,2020-03-03,2020-03-24,2020-03-24,2020-03-25,2020-04-01
562,2020-03-11,2020-03-10,2020-03-31,2020-03-31,2020-04-01,2020-04-08
563,2020-03-18,2020-03-17,2020-04-07,2020-04-07,2020-04-08,2020-04-16
564,2020-03-25,2020-03-24,2020-04-15,2020-04-15,2020-04-16,2020-04-23
565,2020-04-01,2020-03-31,2020-04-22,2020-04-22,2020-04-23,2020-04-30
566,2020-04-08,2020-04-07,2020-04-29,2020-04-29,2020-04-30,2020-05-07
567,2020-04-16,2020-04-15,2020-05-06,2020-05-06,2020-05-07,2020-05-14
568,2020-04-23,2020-04-22,2020-05-13,2020-05-13,2020-05-14,2020-05-21
569,2020-04-30,2020-04-29,2020-05-20,2020-05-20,2020-05-21,2020-05-29
570,2020-05-07,2020-05-06,2020-05-28,2020-05-28,2020-05-29,2020-06-05
571,2020-05-14,2020-05-13,2020-06-04,2020-06-04,2020-06-05,2020-06-12
572,2020-05-21,2020-05-20,2020-06-11,2020-06-11,2020-06-12,2020-06-19
573,2020-05-29,2020-05-28,2020-06-18,2020-06-18,2020-06-19,2020-06-26
574,2020-06-05,2020-06-04,2020-06-25,2020-06-25,2020-06-26,2020-07-06
575,2020-06-12,2020-06-11,2020-07-02,2020-07-02,2020-07-06,2020-07-13
576,2020-06-19,2020-06-18,2020-07-10,2020-07-10,2020-07-13,2020-07-20
577,2020-06-26,2020-06-25,2020-07-17,2020-07-17,2020-07-20,2020-07-27
578,2020-07-06,2020-07-02,2020-07-24,2020-07-24,2020-07-27,2020-08-03
579,2020-07-13,2020-07-10,2020-07-31,2020-07-31,2020-08-03,2020-08-10
580,2020-07-20,2020-07-17,2020-08-07,2020-08-07,2020-08-10,2020-08-17
581,2020-07-27,2020-07-24,2020-08-14,2020-08-14,2020-08-17,2020-08-24
582,2020-08-03,2020-07-31,2020-08-21,2020-08-21,2020-08-24,2020-08-31
583,2020-08-10,2020-08-07,2020-08-28,2020-08-28,2020-08-31,2020-09-08
584,2020-08-17,2020-08-14,2020-09-04,2020-09-04,2020-09-08,2020-09-15
585,2020-08-24,2020-08-21,2020-09-14,2020-09-14,2020-09-15,2020-09-22
586,2020-08-31,2020-08-28,2020-09-21,2020-09-21,2020-09-22,2020-09-29
587,2020-09-08,2020-09-04,2020-09-28,2020-09-28,2020-09-29,2020-10-06
588,2020-09-15,2020-09-14,2020-10-05,2020-10-05,2020-10-06,2020-10-13
589,2020-09-22,2020-09-21,2020-10-12,2020-10-12,2020-10-13,2020-10-20
590,2020-09-29,2020-09-28,2020-10-19,2020-10-19,2020-10-20,2020-10-27
591,2020-10-06,2020-10-05,2020-10-26,2020-10-26,2020-10-27,2020-11-03
592,2020-10-13,2020-10-12,2020-11-02,2020-11-02,2020-11-03,2020-11-10
593,2020-10-20,2020-10-19,2020-11-09,2020-11-09,2020-11-10,2020-11-17
594,2020-10-27,2020-10-26,2020-11-16,2020-11-16,2020-11-17,2020-11-24
595,2020-11-03,2020-11-02,2020-11-23,2020-11-23,2020-11-24,2020-12-02
596,2020-11-10,2020-11-09,2020-12-01,2020-12-01,2020-12-02,2020-12-09
597,2020-11-17,2020-11-16,2020-12-08,2020-12-08,2020-12-09,2020-12-16
598,2020-11-24,2020-11-23,2020-12-15,2020-12-15,2020-12-16,2020-12-23
599,2020-12-02,2020-12-01,2020-12-22,2020-12-22,2020-12-23,2020-12-31
