sample_index,input_start_date,normalization_basis_date,information_end_date,input_end_date,execution_date,target_end_date
316,2015-06-05,2015-06-04,2015-06-26,2015-06-26,2015-06-29,2015-07-06
317,2015-06-12,2015-06-11,2015-07-03,2015-07-03,2015-07-06,2015-07-13
318,2015-06-22,2015-06-18,2015-07-10,2015-07-10,2015-07-13,2015-07-20
319,2015-06-29,2015-06-26,2015-07-17,2015-07-17,2015-07-20,2015-07-27
320,2015-07-06,2015-07-03,2015-07-24,2015-07-24,2015-07-27,2015-08-03
321,2015-07-13,2015-07-10,2015-07-31,2015-07-31,2015-08-03,2015-08-10
322,2015-07-20,2015-07-17,2015-08-07,2015-08-07,2015-08-10,2015-08-17
323,2015-07-27,2015-07-24,2015-08-14,2015-08-14,2015-08-17,2015-08-24
324,2015-08-03,2015-07-31,2015-08-21,2015-08-21,2015-08-24,2015-08-31
325,2015-08-10,2015-08-07,2015-08-28,2015-08-28,2015-08-31,2015-09-07
326,2015-08-17,2015-08-14,2015-09-04,2015-09-04,2015-09-07,2015-09-14
327,2015-08-24,2015-08-21,2015-09-11,2015-09-11,2015-09-14,2015-09-21
328,2015-08-31,2015-08-28,2015-09-18,2015-09-18,2015-09-21,2015-09-29
329,2015-09-07,2015-09-04,2015-09-25,2015-09-25,2015-09-29,2015-10-06
330,2015-09-14,2015-09-11,2015-10-05,2015-10-05,2015-10-06,2015-10-14
331,2015-09-21,2015-09-18,2015-10-13,2015-10-13,2015-10-14,2015-10-21
332,2015-09-29,2015-09-25,2015-10-20,2015-10-20,2015-10-21,2015-10-28
333,2015-10-06,2015-10-05,2015-10-27,2015-10-27,2015-10-28,2015-11-04
334,2015-10-14,2015-10-13,2015-11-03,2015-11-03,2015-11-04,2015-11-11
335,2015-10-21,2015-10-20,2015-11-10,2015-11-10,2015-11-11,2015-11-18
336,2015-10-28,2015-10-27,2015-11-17,2015-11-17,2015-11-18,2015-11-25
337,2015-11-04,2015-11-03,2015-11-24,2015-11-24,2015-11-25,2015-12-02
338,2015-11-11,2015-11-10,2015-12-01,2015-12-01,2015-12-02,2015-12-09
339,2015-11-18,2015-11-17,2015-12-08,2015-12-08,2015-12-09,2015-12-16
340,2015-11-25,2015-11-24,2015-12-15,2015-12-15,2015-12-16,2015-12-23
341,2015-12-02,2015-12-01,2015-12-22,2015-12-22,2015-12-23,2015-12-30
342,2015-12-09,2015-12-08,2015-12-29,2015-12-29,2015-12-30,2016-01-07
343,2015-12-16,2015-12-15,2016-01-06,2016-01-06,2016-01-07,2016-01-14
344,2015-12-23,2015-12-22,2016-01-13,2016-01-13,2016-01-14,2016-01-21
345,2015-12-30,2015-12-29,2016-01-20,2016-01-20,2016-01-21,2016-01-28
346,2016-01-07,2016-01-06,2016-01-27,2016-01-27,2016-01-28,2016-02-15
347,2016-01-14,2016-01-13,2016-02-03,2016-02-03,2016-02-15,2016-02-22
348,2016-01-21,2016-01-20,2016-02-19,2016-02-19,2016-02-22,2016-03-01
349,2016-01-28,2016-01-27,2016-02-26,2016-02-26,2016-03-01,2016-03-08
350,2016-02-15,2016-02-03,2016-03-07,2016-03-07,2016-03-08,2016-03-15
351,2016-02-22,2016-02-19,2016-03-14,2016-03-14,2016-03-15,2016-03-22
352,2016-03-01,2016-02-26,2016-03-21,2016-03-21,2016-03-22,2016-03-29
353,2016-03-08,2016-03-07,2016-03-28,2016-03-28,2016-03-29,2016-04-07
354,2016-03-15,2016-03-14,2016-04-06,2016-04-06,2016-04-07,2016-04-14
355,2016-03-22,2016-03-21,2016-04-13,2016-04-13,2016-04-14,2016-04-21
356,2016-03-29,2016-03-28,2016-04-20,2016-04-20,2016-04-21,2016-04-28
357,2016-04-07,2016-04-06,2016-04-27,2016-04-27,2016-04-28,2016-05-06
358,2016-04-14,2016-04-13,2016-05-05,2016-05-05,2016-05-06,2016-05-13
359,2016-04-21,2016-04-20,2016-05-12,2016-05-12,2016-05-13,2016-05-20
360,2016-04-28,2016-04-27,2016-05-19,2016-05-19,2016-05-20,2016-05-27
361,2016-05-06,2016-05-05,2016-05-26,2016-05-26,2016-05-27,2016-06-03
362,2016-05-13,2016-05-12,2016-06-02,2016-06-02,2016-06-03,2016-06-14
363,2016-05-20,2016-05-19,2016-06-13,2016-06-13,2016-06-14,2016-06-21
364,2016-05-27,2016-05-26,2016-06-20,2016-06-20,2016-06-21,2016-06-28
365,2016-06-03,2016-06-02,2016-06-27,2016-06-27,2016-06-28,2016-07-05
366,2016-06-14,2016-06-13,2016-07-04,2016-07-04,2016-07-05,2016-07-12
367,2016-06-21,2016-06-20,2016-07-11,2016-07-11,2016-07-12,2016-07-19
368,2016-06-28,2016-06-27,2016-07-18,2016-07-18,2016-07-19,2016-07-26
369,2016-07-05,2016-07-04,2016-07-25,2016-07-25,2016-07-26,2016-08-02
370,2016-07-12,2016-07-11,2016-08-01,2016-08-01,2016-08-02,2016-08-09
371,2016-07-19,2016-07-18,2016-08-08,2016-08-08,2016-08-09,2016-08-16
372,2016-07-26,2016-07-25,2016-08-15,2016-08-15,2016-08-16,2016-08-23
373,2016-08-02,2016-08-01,2016-08-22,2016-08-22,2016-08-23,2016-08-30
374,2016-08-09,2016-08-08,2016-08-29,2016-08-29,2016-08-30,2016-09-06
375,2016-08-16,2016-08-15,2016-09-05,2016-09-05,2016-09-06,2016-09-13
376,2016-08-23,2016-08-22,2016-09-12,2016-09-12,2016-09-13,2016-09-22
377,2016-08-30,2016-08-29,2016-09-21,2016-09-21,2016-09-22,2016-09-29
378,2016-09-06,2016-09-05,2016-09-28,2016-09-28,2016-09-29,2016-10-06
379,2016-09-13,2016-09-12,2016-10-05,2016-10-05,2016-10-06,2016-10-14
380,2016-09-22,2016-09-21,2016-10-13,2016-10-13,2016-10-14,2016-10-21
381,2016-09-29,2016-09-28,2016-10-20,2016-10-20,2016-10-21,2016-10-28
382,2016-10-06,2016-10-05,2016-10-27,2016-10-27,2016-10-28,2016-11-04
383,2016-10-14,2016-10-13,2016-11-03,2016-11-03,2016-11-04,2016-11-11
384,2016-10-21,2016-10-20,2016-11-10,2016-11-10,2016-11-11,2016-11-18
385,2016-10-28,2016-10-27,2016-11-17,2016-11-17,2016-11-18,2016-11-25
386,2016-11-04,2016-11-03,2016-11-24,2016-11-24,2016-11-25,2016-12-02
387,2016-11-11,2016-11-10,2016-12-01,2016-12-01,2016-12-02,2016-12-09
388,2016-11-18,2016-11-17,2016-12-08,2016-12-08,2016-12-09,2016-12-16
389,2016-11-25,2016-11-24,2016-12-15,2016-12-15,2016-12-16,2016-12-23
390,2016-12-02,2016-12-01,2016-12-22,2016-12-22,2016-12-23,2016-12-30
391,2016-12-09,2016-12-08,2016-12-29,2016-12-29,2016-12-30,2017-01-09
392,2016-12-16,2016-12-15,2017-01-06,2017-01-06,2017-01-09,2017-01-16
393,2016-12-23,2016-12-22,2017-01-13,2017-01-13,2017-01-16,2017-01-23
394,2016-12-30,2016-12-29,2017-01-20,2017-01-20,2017-01-23,2017-02-07
395,2017-01-09,2017-01-06,2017-02-06,2017-02-06,2017-02-07,2017-02-14
396,2017-01-16,2017-01-13,2017-02-13,2017-02-13,2017-02-14,2017-02-21
397,2017-01-23,2017-01-20,2017-02-20,2017-02-20,2017-02-21,2017-03-02
398,2017-02-07,2017-02-06,2017-03-01,2017-03-01,2017-03-02,2017-03-09
399,2017-02-14,2017-02-13,2017-03-08,2017-03-08,2017-03-09,2017-03-16
400,2017-02-21,2017-02-20,2017-03-15,2017-03-15,2017-03-16,2017-03-23
401,2017-03-02,2017-03-01,2017-03-22,2017-03-22,2017-03-23,2017-03-30
402,2017-03-09,2017-03-08,2017-03-29,2017-03-29,2017-03-30,2017-04-10
403,2017-03-16,2017-03-15,2017-04-07,2017-04-07,2017-04-10,2017-04-17
404,2017-03-23,2017-03-22,2017-04-14,2017-04-14,2017-04-17,2017-04-24
405,2017-03-30,2017-03-29,2017-04-21,2017-04-21,2017-04-24,2017-05-02
406,2017-04-10,2017-04-07,2017-04-28,2017-04-28,2017-05-02,2017-05-09
407,2017-04-17,2017-04-14,2017-05-08,2017-05-08,2017-05-09,2017-05-16
408,2017-04-24,2017-04-21,2017-05-15,2017-05-15,2017-05-16,2017-05-23
409,2017-05-02,2017-04-28,2017-05-22,2017-05-22,2017-05-23,2017-06-01
410,2017-05-09,2017-05-08,2017-05-31,2017-05-31,2017-06-01,2017-06-08
411,2017-05-16,2017-05-15,2017-06-07,2017-06-07,2017-06-08,2017-06-15
412,2017-05-23,2017-05-22,2017-06-14,2017-06-14,2017-06-15,2017-06-22
413,2017-06-01,2017-05-31,2017-06-21,2017-06-21,2017-06-22,2017-06-29
414,2017-06-08,2017-06-07,2017-06-28,2017-06-28,2017-06-29,2017-07-06
415,2017-06-15,2017-06-14,2017-07-05,2017-07-05,2017-07-06,2017-07-13
416,2017-06-22,2017-06-21,2017-07-12,2017-07-12,2017-07-13,2017-07-20
417,2017-06-29,2017-06-28,2017-07-19,2017-07-19,2017-07-20,2017-07-27
418,2017-07-06,2017-07-05,2017-07-26,2017-07-26,2017-07-27,2017-08-03
419,2017-07-13,2017-07-12,2017-08-02,2017-08-02,2017-08-03,2017-08-10
420,2017-07-20,2017-07-19,2017-08-09,2017-08-09,2017-08-10,2017-08-17
421,2017-07-27,2017-07-26,2017-08-16,2017-08-16,2017-08-17,2017-08-24
422,2017-08-03,2017-08-02,2017-08-23,2017-08-23,2017-08-24,2017-08-31
423,2017-08-10,2017-08-09,2017-08-30,2017-08-30,2017-08-31,2017-09-07
424,2017-08-17,2017-08-16,2017-09-06,2017-09-06,2017-09-07,2017-09-14
425,2017-08-24,2017-08-23,2017-09-13,2017-09-13,2017-09-14,2017-09-21
426,2017-08-31,2017-08-30,2017-09-20,2017-09-20,2017-09-21,2017-09-28
427,2017-09-07,2017-09-06,2017-09-27,2017-09-27,2017-09-28,2017-10-06
428,2017-09-14,2017-09-13,2017-10-05,2017-10-05,2017-10-06,2017-10-17
429,2017-09-21,2017-09-20,2017-10-16,2017-10-16,2017-10-17,2017-10-24
430,2017-09-28,2017-09-27,2017-10-23,2017-10-23,2017-10-24,2017-10-31
431,2017-10-06,2017-10-05,2017-10-30,2017-10-30,2017-10-31,2017-11-07
432,2017-10-17,2017-10-16,2017-11-06,2017-11-06,2017-11-07,2017-11-14
433,2017-10-24,2017-10-23,2017-11-13,2017-11-13,2017-11-14,2017-11-21
434,2017-10-31,2017-10-30,2017-11-20,2017-11-20,2017-11-21,2017-11-28
435,2017-11-07,2017-11-06,2017-11-27,2017-11-27,2017-11-28,2017-12-05
436,2017-11-14,2017-11-13,2017-12-04,2017-12-04,2017-12-05,2017-12-12
437,2017-11-21,2017-11-20,2017-12-11,2017-12-11,2017-12-12,2017-12-19
438,2017-11-28,2017-11-27,2017-12-18,2017-12-18,2017-12-19,2017-12-26
439,2017-12-05,2017-12-04,2017-12-25,2017-12-25,2017-12-26,2018-01-03
440,2017-12-12,2017-12-11,2018-01-02,2018-01-02,2018-01-03,2018-01-10
441,2017-12-19,2017-12-18,2018-01-09,2018-01-09,2018-01-10,2018-01-17
442,2017-12-26,2017-12-25,2018-01-16,2018-01-16,2018-01-17,2018-01-24
443,2018-01-03,2018-01-02,2018-01-23,2018-01-23,2018-01-24,2018-01-31
444,2018-01-10,2018-01-09,2018-01-30,2018-01-30,2018-01-31,2018-02-07
445,2018-01-17,2018-01-16,2018-02-06,2018-02-06,2018-02-07,2018-02-22
446,2018-01-24,2018-01-23,2018-02-21,2018-02-21,2018-02-22,2018-03-02
447,2018-01-31,2018-01-30,2018-03-01,2018-03-01,2018-03-02,2018-03-09
448,2018-02-07,2018-02-06,2018-03-08,2018-03-08,2018-03-09,2018-03-16
449,2018-02-22,2018-02-21,2018-03-15,2018-03-15,2018-03-16,2018-03-23
450,2018-03-02,2018-03-01,2018-03-22,2018-03-22,2018-03-23,2018-03-30
451,2018-03-09,2018-03-08,2018-03-29,2018-03-29,2018-03-30,2018-04-11
452,2018-03-16,2018-03-15,2018-04-10,2018-04-10,2018-04-11,2018-04-18
453,2018-03-23,2018-03-22,2018-04-17,2018-04-17,2018-04-18,2018-04-25
454,2018-03-30,2018-03-29,2018-04-24,2018-04-24,2018-04-25,2018-05-03
455,2018-04-11,2018-04-10,2018-05-02,2018-05-02,2018-05-03,2018-05-10
456,2018-04-18,2018-04-17,2018-05-09,2018-05-09,2018-05-10,2018-05-17
457,2018-04-25,2018-04-24,2018-05-16,2018-05-16,2018-05-17,2018-05-24
458,2018-05-03,2018-05-02,2018-05-23,2018-05-23,2018-05-24,2018-05-31
459,2018-05-10,2018-05-09,2018-05-30,2018-05-30,2018-05-31,2018-06-07
460,2018-05-17,2018-05-16,2018-06-06,2018-06-06,2018-06-07,2018-06-14
461,2018-05-24,2018-05-23,2018-06-13,2018-06-13,2018-06-14,2018-06-22
462,2018-05-31,2018-05-30,2018-06-21,2018-06-21,2018-06-22,2018-06-29
463,2018-06-07,2018-06-06,2018-06-28,2018-06-28,2018-06-29,2018-07-06
464,2018-06-14,2018-06-13,2018-07-05,2018-07-05,2018-07-06,2018-07-13
465,2018-06-22,2018-06-21,2018-07-12,2018-07-12,2018-07-13,2018-07-20
466,2018-06-29,2018-06-28,2018-07-19,2018-07-19,2018-07-20,2018-07-27
467,2018-07-06,2018-07-05,2018-07-26,2018-07-26,2018-07-27,2018-08-03
468,2018-07-13,2018-07-12,2018-08-02,2018-08-02,2018-08-03,2018-08-10
469,2018-07-20,2018-07-19,2018-08-09,2018-08-09,2018-08-10,2018-08-17
470,2018-07-27,2018-07-26,2018-08-16,2018-08-16,2018-08-17,2018-08-24
471,2018-08-03,2018-08-02,2018-08-23,2018-08-23,2018-08-24,2018-08-31
472,2018-08-10,2018-08-09,2018-08-30,2018-08-30,2018-08-31,2018-09-07
473,2018-08-17,2018-08-16,2018-09-06,2018-09-06,2018-09-07,2018-09-14
474,2018-08-24,2018-08-23,2018-09-13,2018-09-13,2018-09-14,2018-09-21
475,2018-08-31,2018-08-30,2018-09-20,2018-09-20,2018-09-21,2018-10-01
476,2018-09-07,2018-09-06,2018-09-28,2018-09-28,2018-10-01,2018-10-08
477,2018-09-14,2018-09-13,2018-10-05,2018-10-05,2018-10-08,2018-10-16
478,2018-09-21,2018-09-20,2018-10-15,2018-10-15,2018-10-16,2018-10-23
479,2018-10-01,2018-09-28,2018-10-22,2018-10-22,2018-10-23,2018-10-30
480,2018-10-08,2018-10-05,2018-10-29,2018-10-29,2018-10-30,2018-11-06
481,2018-10-16,2018-10-15,2018-11-05,2018-11-05,2018-11-06,2018-11-13
482,2018-10-23,2018-10-22,2018-11-12,2018-11-12,2018-11-13,2018-11-20
483,2018-10-30,2018-10-29,2018-11-19,2018-11-19,2018-11-20,2018-11-27
484,2018-11-06,2018-11-05,2018-11-26,2018-11-26,2018-11-27,2018-12-04
485,2018-11-13,2018-11-12,2018-12-03,2018-12-03,2018-12-04,2018-12-11
486,2018-11-20,2018-11-19,2018-12-10,2018-12-10,2018-12-11,2018-12-18
487,2018-11-27,2018-11-26,2018-12-17,2018-12-17,2018-12-18,2018-12-25
488,2018-12-04,2018-12-03,2018-12-24,2018-12-24,2018-12-25,2019-01-03
489,2018-12-11,2018-12-10,2019-01-02,2019-01-02,2019-01-03,2019-01-10
490,2018-12-18,2018-12-17,2019-01-09,2019-01-09,2019-01-10,2019-01-17
491,2018-12-25,2018-12-24,2019-01-16,2019-01-16,2019-01-17,2019-01-24
492,2019-01-03,2019-01-02,2019-01-23,2019-01-23,2019-01-24,2019-02-11
493,2019-01-10,2019-01-09,2019-01-30,2019-01-30,2019-02-11,2019-02-18
494,2019-01-17,2019-01-16,2019-02-15,2019-02-15,2019-02-18,2019-02-25
495,2019-01-24,2019-01-23,2019-02-22,2019-02-22,2019-02-25,2019-03-06
496,2019-02-11,2019-01-30,2019-03-05,2019-03-05,2019-03-06,2019-03-13
497,2019-02-18,2019-02-15,2019-03-12,2019-03-12,2019-03-13,2019-03-20
498,2019-02-25,2019-02-22,2019-03-19,2019-03-19,2019-03-20,2019-03-27
499,2019-03-06,2019-03-05,2019-03-26,2019-03-26,2019-03-27,2019-04-03
500,2019-03-13,2019-03-12,2019-04-02,2019-04-02,2019-04-03,2019-04-12
501,2019-03-20,2019-03-19,2019-04-11,2019-04-11,2019-04-12,2019-04-19
502,2019-03-27,2019-03-26,2019-04-18,2019-04-18,2019-04-19,2019-04-26
503,2019-04-03,2019-04-02,2019-04-25,2019-04-25,2019-04-26,2019-05-06
504,2019-04-12,2019-04-11,2019-05-03,2019-05-03,2019-05-06,2019-05-13
505,2019-04-19,2019-04-18,2019-05-10,2019-05-10,2019-05-13,2019-05-20
506,2019-04-26,2019-04-25,2019-05-17,2019-05-17,2019-05-20,2019-05-27
507,2019-05-06,2019-05-03,2019-05-24,2019-05-24,2019-05-27,2019-06-03
508,2019-05-13,2019-05-10,2019-05-31,2019-05-31,2019-06-03,2019-06-11
509,2019-05-20,2019-05-17,2019-06-10,2019-06-10,2019-06-11,2019-06-18
510,2019-05-27,2019-05-24,2019-06-17,2019-06-17,2019-06-18,2019-06-25
511,2019-06-03,2019-05-31,2019-06-24,2019-06-24,2019-06-25,2019-07-02
512,2019-06-11,2019-06-10,2019-07-01,2019-07-01,2019-07-02,2019-07-09
513,2019-06-18,2019-06-17,2019-07-08,2019-07-08,2019-07-09,2019-07-16
514,2019-06-25,2019-06-24,2019-07-15,2019-07-15,2019-07-16,2019-07-23
515,2019-07-02,2019-07-01,2019-07-22,2019-07-22,2019-07-23,2019-07-30
516,2019-07-09,2019-07-08,2019-07-29,2019-07-29,2019-07-30,2019-08-06
517,2019-07-16,2019-07-15,2019-08-05,2019-08-05,2019-08-06,2019-08-14
518,2019-07-23,2019-07-22,2019-08-13,2019-08-13,2019-08-14,2019-08-21
519,2019-07-30,2019-07-29,2019-08-20,2019-08-20,2019-08-21,2019-08-28
520,2019-08-06,2019-08-05,2019-08-27,2019-08-27,2019-08-28,2019-09-04
521,2019-08-14,2019-08-13,2019-09-03,2019-09-03,2019-09-04,2019-09-12
522,2019-08-21,2019-08-20,2019-09-11,2019-09-11,2019-09-12,2019-09-20
523,2019-08-28,2019-08-27,2019-09-19,2019-09-19,2019-09-20,2019-09-27
524,2019-09-04,2019-09-03,2019-09-26,2019-09-26,2019-09-27,2019-10-07
525,2019-09-12,2019-09-11,2019-10-04,2019-10-04,2019-10-07,2019-10-16
526,2019-09-20,2019-09-19,2019-10-15,2019-10-15,2019-10-16,2019-10-23
527,2019-09-27,2019-09-26,2019-10-22,2019-10-22,2019-10-23,2019-10-30
528,2019-10-07,2019-10-04,2019-10-29,2019-10-29,2019-10-30,2019-11-06
529,2019-10-16,2019-10-15,2019-11-05,2019-11-05,2019-11-06,2019-11-13
530,2019-10-23,2019-10-22,2019-11-12,2019-11-12,2019-11-13,2019-11-20
531,2019-10-30,2019-10-29,2019-11-19,2019-11-19,2019-11-20,2019-11-27
532,2019-11-06,2019-11-05,2019-11-26,2019-11-26,2019-11-27,2019-12-04
533,2019-11-13,2019-11-12,2019-12-03,2019-12-03,2019-12-04,2019-12-11
534,2019-11-20,2019-11-19,2019-12-10,2019-12-10,2019-12-11,2019-12-18
535,2019-11-27,2019-11-26,2019-12-17,2019-12-17,2019-12-18,2019-12-25
536,2019-12-04,2019-12-03,2019-12-24,2019-12-24,2019-12-25,2020-01-02
537,2019-12-11,2019-12-10,2019-12-31,2019-12-31,2020-01-02,2020-01-09
538,2019-12-18,2019-12-17,2020-01-08,2020-01-08,2020-01-09,2020-01-16
539,2019-12-25,2019-12-24,2020-01-15,2020-01-15,2020-01-16,2020-02-03
540,2020-01-02,2019-12-31,2020-01-31,2020-01-31,2020-02-03,2020-02-10
541,2020-01-09,2020-01-08,2020-02-07,2020-02-07,2020-02-10,2020-02-17
542,2020-01-16,2020-01-15,2020-02-14,2020-02-14,2020-02-17,2020-02-24
543,2020-02-03,2020-01-31,2020-02-21,2020-02-21,2020-02-24,2020-03-03
544,2020-02-10,2020-02-07,2020-03-02,2020-03-02,2020-03-03,2020-03-10
545,2020-02-17,2020-02-14,2020-03-09,2020-03-09,2020-03-10,2020-03-17
546,2020-02-24,2020-02-21,2020-03-16,2020-03-16,2020-03-17,2020-03-24
547,2020-03-03,2020-03-02,2020-03-23,2020-03-23,2020-03-24,2020-03-31
548,2020-03-10,2020-03-09,2020-03-30,2020-03-30,2020-03-31,2020-04-09
549,2020-03-17,2020-03-16,2020-04-08,2020-04-08,2020-04-09,2020-04-16
550,2020-03-24,2020-03-23,2020-04-15,2020-04-15,2020-04-16,2020-04-23
551,2020-03-31,2020-03-30,2020-04-22,2020-04-22,2020-04-23,2020-04-30
552,2020-04-09,2020-04-08,2020-04-29,2020-04-29,2020-04-30,2020-05-08
553,2020-04-16,2020-04-15,2020-05-07,2020-05-07,2020-05-08,2020-05-15
554,2020-04-23,2020-04-22,2020-05-14,2020-05-14,2020-05-15,2020-05-22
555,2020-04-30,2020-04-29,2020-05-21,2020-05-21,2020-05-22,2020-05-29
556,2020-05-08,2020-05-07,2020-05-28,2020-05-28,2020-05-29,2020-06-05
557,2020-05-15,2020-05-14,2020-06-04,2020-06-04,2020-06-05,2020-06-12
558,2020-05-22,2020-05-21,2020-06-11,2020-06-11,2020-06-12,2020-06-19
559,2020-05-29,2020-05-28,2020-06-18,2020-06-18,2020-06-19,2020-06-30
560,2020-06-05,2020-06-04,2020-06-29,2020-06-29,2020-06-30,2020-07-07
561,2020-06-12,2020-06-11,2020-07-06,2020-07-06,2020-07-07,2020-07-14
562,2020-06-19,2020-06-18,2020-07-13,2020-07-13,2020-07-14,2020-07-21
563,2020-06-30,2020-06-29,2020-07-20,2020-07-20,2020-07-21,2020-07-28
564,2020-07-07,2020-07-06,2020-07-27,2020-07-27,2020-07-28,2020-08-04
565,2020-07-14,2020-07-13,2020-08-03,2020-08-03,2020-08-04,2020-08-11
566,2020-07-21,2020-07-20,2020-08-10,2020-08-10,2020-08-11,2020-08-18
567,2020-07-28,2020-07-27,2020-08-17,2020-08-17,2020-08-18,2020-08-25
568,2020-08-04,2020-08-03,2020-08-24,2020-08-24,2020-08-25,2020-09-01
569,2020-08-11,2020-08-10,2020-08-31,2020-08-31,2020-09-01,2020-09-08
570,2020-08-18,2020-08-17,2020-09-07,2020-09-07,2020-09-08,2020-09-15
571,2020-08-25,2020-08-24,2020-09-14,2020-09-14,2020-09-15,2020-09-22
572,2020-09-01,2020-08-31,2020-09-21,2020-09-21,2020-09-22,2020-09-29
573,2020-09-08,2020-09-07,2020-09-28,2020-09-28,2020-09-29,2020-10-08
574,2020-09-15,2020-09-14,2020-10-07,2020-10-07,2020-10-08,2020-10-16
575,2020-09-22,2020-09-21,2020-10-15,2020-10-15,2020-10-16,2020-10-23
576,2020-09-29,2020-09-28,2020-10-22,2020-10-22,2020-10-23,2020-10-30
577,2020-10-08,2020-10-07,2020-10-29,2020-10-29,2020-10-30,2020-11-06
578,2020-10-16,2020-10-15,2020-11-05,2020-11-05,2020-11-06,2020-11-13
579,2020-10-23,2020-10-22,2020-11-12,2020-11-12,2020-11-13,2020-11-20
580,2020-10-30,2020-10-29,2020-11-19,2020-11-19,2020-11-20,2020-11-27
581,2020-11-06,2020-11-05,2020-11-26,2020-11-26,2020-11-27,2020-12-04
582,2020-11-13,2020-11-12,2020-12-03,2020-12-03,2020-12-04,2020-12-11
583,2020-11-20,2020-11-19,2020-12-10,2020-12-10,2020-12-11,2020-12-18
584,2020-11-27,2020-11-26,2020-12-17,2020-12-17,2020-12-18,2020-12-25
